,AccidentArea,Sex,Fault,PoliceReportFiled,WitnessPresent,AgentType,Make,MaritalStatus,PolicyType,VehiclePrice,Days_Policy_Accident,PastNumberOfClaims,AgeOfVehicle,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,DriverRating,Deductible,Age,delay_weeks,FraudFound_P
13655,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.022050716648291068,5.0,4.0,2.0,6.0,0.0,0.0,0.0,2.0,400.0,-0.17372508728688155,-1.7744075095119023,0
13572,1.0,1.0,0.0,0.0,0.0,0.0,17.0,1.0,0.2649977300732862,1.0,4.0,0.0,7.0,3.0,0.0,0.0,4.0,400.0,1.4850879686066325,0.6021396469418442,0
2140,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.2649977300732862,1.0,4.0,2.0,5.0,0.0,0.0,0.0,2.0,400.0,-0.410698380985955,-1.7744075095119023,1
6324,1.0,1.0,1.0,0.0,0.0,0.0,13.0,2.0,0.36215059342369804,2.0,4.0,0.0,5.0,0.0,0.0,0.0,2.0,400.0,-0.8846449683841019,0.6021396469418442,0
11384,1.0,1.0,1.0,0.0,0.0,0.0,6.0,2.0,0.3234321291912575,1.0,4.0,2.0,6.0,1.0,0.0,0.0,1.0,400.0,0.2212304022115742,0.5611646959685037,0
7534,1.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,0.3234321291912575,1.0,4.0,1.0,6.0,1.0,0.0,0.0,1.0,400.0,-0.015742891487499255,0.5611646959685037,0
7755,1.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,0.2649977300732862,1.0,4.0,2.0,7.0,3.0,0.0,0.0,2.0,400.0,1.6430701644060148,0.5611646959685037,0
2992,0.0,1.0,1.0,0.0,0.0,0.0,9.0,1.0,0.36215059342369804,2.0,4.0,0.0,6.0,0.0,0.0,2.0,4.0,400.0,0.30022150011126536,-1.7744075095119023,0
84,1.0,1.0,1.0,0.0,0.0,0.0,6.0,2.0,0.3234321291912575,5.0,4.0,3.0,0.0,0.0,4.0,1.0,2.0,400.0,-1.8325381431803958,-1.6924576075652213,0
6507,1.0,1.0,0.0,0.0,0.0,0.0,13.0,1.0,0.36215059342369804,1.0,4.0,0.0,7.0,0.0,0.0,0.0,2.0,400.0,1.2481146749075591,0.6021396469418442,0
2510,1.0,1.0,1.0,0.0,0.0,0.0,13.0,1.0,0.022050716648291068,3.0,4.0,1.0,7.0,0.0,0.0,0.0,3.0,700.0,0.6951769896097211,0.5611646959685037,0
14051,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.36215059342369804,2.0,4.0,1.0,7.0,3.0,0.0,0.0,1.0,400.0,0.06324820641219189,0.6021396469418442,0
11815,1.0,1.0,1.0,0.0,0.0,0.0,17.0,1.0,0.3234321291912575,2.0,4.0,3.0,6.0,2.0,0.0,0.0,3.0,400.0,0.37921259801095647,0.5611646959685037,0
2549,1.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,0.36215059342369804,1.0,4.0,2.0,6.0,0.0,3.0,0.0,1.0,500.0,0.30022150011126536,-0.586133931285029,0
6563,1.0,1.0,1.0,0.0,0.0,0.0,13.0,1.0,0.2649977300732862,2.0,4.0,0.0,6.0,0.0,0.0,0.0,2.0,400.0,-0.8056538704844107,-1.7744075095119023,0
2248,1.0,1.0,1.0,0.0,0.0,0.0,17.0,2.0,0.36215059342369804,1.0,4.0,0.0,5.0,2.0,0.0,0.0,3.0,400.0,-0.8846449683841019,0.6021396469418442,0
7318,1.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,0.3234321291912575,5.0,4.0,3.0,7.0,3.0,0.0,0.0,1.0,400.0,0.9321502833087946,-1.8563574114585832,0
13429,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0013619560282768014,5.0,4.0,2.0,6.0,3.0,0.0,0.0,1.0,400.0,-0.2527161851865727,0.6021396469418442,0
5833,1.0,1.0,1.0,0.0,0.0,0.0,18.0,1.0,0.3234321291912575,1.0,4.0,2.0,6.0,0.0,0.0,0.0,3.0,400.0,1.4060968707069414,0.5611646959685037,0
6184,1.0,1.0,0.0,0.0,0.0,0.0,13.0,1.0,0.2649977300732862,2.0,4.0,0.0,7.0,0.0,0.0,0.0,4.0,400.0,0.37921259801095647,0.5611646959685037,0
8221,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.36215059342369804,1.0,4.0,1.0,6.0,2.0,0.0,0.0,3.0,400.0,-0.2527161851865727,0.5611646959685037,0
5507,1.0,0.0,1.0,0.0,0.0,0.0,17.0,1.0,0.36215059342369804,1.0,4.0,1.0,6.0,0.0,3.0,0.0,4.0,500.0,0.5371947938103387,0.5611646959685037,0
4577,1.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,0.36215059342369804,1.0,4.0,2.0,3.0,2.0,4.0,1.0,2.0,400.0,-0.9636360662837931,0.5611646959685037,1
14539,1.0,1.0,1.0,0.0,0.0,0.0,13.0,1.0,0.2649977300732862,1.0,4.0,1.0,7.0,0.0,0.0,0.0,4.0,400.0,1.0901324791081768,0.6021396469418442,0
1148,1.0,1.0,1.0,0.0,0.0,0.0,17.0,1.0,0.36215059342369804,1.0,4.0,0.0,6.0,1.0,0.0,2.0,1.0,400.0,-0.7266627725847196,0.6021396469418442,0
3562,1.0,1.0,1.0,0.0,0.0,0.0,17.0,1.0,0.36215059342369804,0.0,4.0,0.0,7.0,0.0,0.0,0.0,2.0,400.0,2.196007849703853,-1.6924576075652213,0
11395,1.0,0.0,1.0,0.0,0.0,0.0,17.0,1.0,0.3234321291912575,5.0,4.0,1.0,6.0,2.0,0.0,0.0,1.0,400.0,-0.4896894788856461,0.5611646959685037,0
5555,1.0,1.0,1.0,0.0,0.0,0.0,6.0,2.0,0.36215059342369804,5.0,4.0,2.0,6.0,3.0,0.0,0.0,3.0,400.0,-0.2527161851865727,-1.7334325585385617,0
9088,1.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,0.3234321291912575,1.0,4.0,2.0,5.0,1.0,0.0,0.0,1.0,400.0,-0.8846449683841019,0.6021396469418442,0
5471,1.0,1.0,1.0,0.0,0.0,0.0,9.0,2.0,0.36215059342369804,1.0,4.0,0.0,7.0,2.0,0.0,0.0,3.0,400.0,0.6161858917100299,0.6021396469418442,0
11404,1.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,0.36215059342369804,1.0,4.0,2.0,7.0,2.0,0.0,0.0,2.0,400.0,2.274998947603544,0.6431145979151847,0
2750,1.0,1.0,0.0,0.0,0.0,0.0,17.0,2.0,0.36215059342369804,1.0,4.0,1.0,4.0,0.0,4.0,1.0,3.0,400.0,-1.1216182620831754,0.6021396469418442,0
10383,1.0,1.0,1.0,0.0,0.0,0.0,6.0,2.0,0.022569557040015564,5.0,4.0,2.0,4.0,0.0,0.0,0.0,2.0,400.0,-1.7535470452807045,-1.8153824604852427,1
5498,0.0,1.0,1.0,0.0,0.0,0.0,13.0,1.0,0.36215059342369804,1.0,4.0,2.0,5.0,2.0,0.0,0.0,1.0,400.0,-0.015742891487499255,0.5611646959685037,0
3462,1.0,1.0,1.0,0.0,0.0,0.0,17.0,2.0,0.3234321291912575,1.0,4.0,0.0,6.0,0.0,0.0,0.0,4.0,400.0,-0.33170728308626385,0.5611646959685037,0
14232,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3234321291912575,2.0,4.0,1.0,6.0,2.0,0.0,0.0,4.0,400.0,0.14223930431188306,-1.6924576075652213,0
13916,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.3234321291912575,3.0,4.0,2.0,7.0,0.0,0.0,0.0,2.0,400.0,-0.17372508728688155,0.5611646959685037,0
13598,1.0,1.0,1.0,0.0,0.0,0.0,17.0,1.0,0.3234321291912575,1.0,4.0,1.0,5.0,2.0,0.0,0.0,1.0,400.0,0.6161858917100299,0.6021396469418442,0
2844,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.36215059342369804,5.0,4.0,2.0,4.0,3.0,0.0,0.0,3.0,400.0,-0.8056538704844107,0.5611646959685037,0
10543,1.0,1.0,1.0,0.0,0.0,0.0,17.0,1.0,0.2649977300732862,0.0,4.0,0.0,7.0,0.0,0.0,0.0,2.0,400.0,1.8800434581050884,0.6021396469418442,0
572,1.0,1.0,1.0,0.0,0.0,0.0,9.0,1.0,0.2649977300732862,2.0,4.0,0.0,5.0,0.0,0.0,0.0,4.0,400.0,-0.5686805767853373,0.6021396469418442,0
8350,1.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,0.36215059342369804,1.0,4.0,3.0,4.0,2.0,0.0,0.0,2.0,400.0,-0.6476716746850284,0.6431145979151847,0
7118,1.0,1.0,1.0,0.0,0.0,1.0,13.0,2.0,0.3234321291912575,2.0,4.0,2.0,5.0,0.0,0.0,0.0,3.0,400.0,-0.410698380985955,-1.6105077056185404,0
10670,1.0,1.0,1.0,0.0,0.0,0.0,16.0,1.0,0.36215059342369804,3.0,4.0,2.0,6.0,3.0,0.0,0.0,2.0,400.0,-0.2527161851865727,0.6431145979151847,0
11563,1.0,1.0,0.0,0.0,0.0,0.0,9.0,1.0,0.36215059342369804,5.0,4.0,2.0,6.0,1.0,0.0,0.0,3.0,400.0,-0.5686805767853373,0.6021396469418442,0
5384,1.0,1.0,0.0,0.0,0.0,0.0,17.0,2.0,0.3234321291912575,1.0,4.0,2.0,6.0,0.0,0.0,0.0,2.0,400.0,-0.410698380985955,0.5611646959685037,0
7941,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.36215059342369804,1.0,4.0,2.0,6.0,2.0,0.0,0.0,1.0,400.0,-0.6476716746850284,0.6021396469418442,0
7660,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,0.36215059342369804,2.0,4.0,2.0,4.0,2.0,0.0,0.0,3.0,400.0,-1.2796004578825577,0.5611646959685037,0
813,1.0,1.0,1.0,1.0,0.0,0.0,9.0,1.0,0.36215059342369804,1.0,4.0,2.0,6.0,0.0,0.0,0.0,1.0,400.0,0.2212304022115742,-1.6924576075652213,1
5830,1.0,1.0,0.0,0.0,0.0,0.0,13.0,2.0,0.2649977300732862,1.0,4.0,2.0,6.0,1.0,0.0,0.0,3.0,400.0,0.2212304022115742,-1.8153824604852427,0
6763,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.36215059342369804,2.0,4.0,1.0,6.0,1.0,0.0,0.0,3.0,400.0,-0.8846449683841019,0.6021396469418442,0
3396,0.0,1.0,1.0,0.0,0.0,0.0,13.0,1.0,0.36215059342369804,1.0,4.0,1.0,7.0,0.0,0.0,0.0,1.0,400.0,1.6430701644060148,0.5611646959685037,0
10188,1.0,1.0,0.0,0.0,0.0,0.0,13.0,1.0,0.36215059342369804,1.0,4.0,0.0,7.0,3.0,0.0,0.0,2.0,400.0,1.9590345560047795,-1.8153824604852427,0
7056,1.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.36215059342369804,3.0,4.0,3.0,6.0,2.0,0.0,0.0,3.0,400.0,-1.0426271641834841,0.5611646959685037,0
9831,1.0,1.0,1.0,0.0,0.0,0.0,9.0,2.0,0.3234321291912575,2.0,4.0,2.0,5.0,2.0,0.0,0.0,2.0,400.0,-1.0426271641834841,0.7250644998618656,0
6864,1.0,1.0,0.0,0.0,0.0,0.0,17.0,2.0,0.36215059342369804,1.0,4.0,0.0,5.0,3.0,0.0,0.0,3.0,400.0,-0.6476716746850284,0.5611646959685037,0
14671,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.2649977300732862,4.0,4.0,1.0,6.0,0.0,0.0,0.0,4.0,400.0,-0.6476716746850284,0.6021396469418442,0
15242,1.0,1.0,1.0,0.0,0.0,0.0,6.0,2.0,0.3234321291912575,5.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,400.0,-1.8325381431803958,0.6021396469418442,0
2056,1.0,1.0,1.0,0.0,0.0,0.0,18.0,1.0,0.36215059342369804,1.0,4.0,1.0,7.0,3.0,0.0,0.0,4.0,400.0,0.2212304022115742,0.5611646959685037,0
10440,1.0,0.0,1.0,0.0,0.0,0.0,9.0,2.0,0.36215059342369804,1.0,4.0,0.0,5.0,1.0,0.0,0.0,2.0,400.0,-0.8056538704844107,0.5611646959685037,1
10898,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.022050716648291068,5.0,4.0,0.0,6.0,0.0,4.0,1.0,3.0,400.0,-1.1216182620831754,0.5611646959685037,1
588,1.0,1.0,0.0,0.0,0.0,0.0,9.0,2.0,0.36215059342369804,1.0,4.0,0.0,6.0,1.0,4.0,1.0,2.0,400.0,-0.410698380985955,0.6021396469418442,0
3749,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.2649977300732862,1.0,4.0,2.0,6.0,3.0,0.0,0.0,2.0,400.0,-0.015742891487499255,-1.8563574114585832,0
10899,1.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.3234321291912575,2.0,4.0,1.0,6.0,1.0,0.0,0.0,1.0,400.0,-0.6476716746850284,0.5611646959685037,0
15107,1.0,1.0,1.0,0.0,0.0,1.0,17.0,2.0,0.36215059342369804,1.0,4.0,1.0,6.0,1.0,0.0,0.0,3.0,400.0,-0.4896894788856461,0.5611646959685037,0
1060,0.0,0.0,1.0,0.0,0.0,0.0,17.0,1.0,0.2649977300732862,0.0,4.0,0.0,4.0,2.0,0.0,0.0,1.0,400.0,-0.410698380985955,0.6021396469418442,0
898,1.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0,0.36215059342369804,3.0,4.0,2.0,7.0,0.0,0.0,0.0,1.0,400.0,0.7741680875094122,0.6021396469418442,0
4002,1.0,1.0,0.0,0.0,0.0,0.0,9.0,2.0,0.3234321291912575,1.0,4.0,3.0,5.0,3.0,0.0,0.0,1.0,400.0,-1.0426271641834841,-1.8563574114585832,0
3452,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.36215059342369804,5.0,4.0,2.0,6.0,2.0,0.0,0.0,4.0,400.0,0.14223930431188306,-1.8153824604852427,0
5750,1.0,0.0,1.0,0.0,0.0,0.0,17.0,1.0,0.36215059342369804,1.0,4.0,2.0,4.0,2.0,0.0,0.0,4.0,400.0,-0.17372508728688155,-1.7744075095119023,0
8398,1.0,1.0,0.0,1.0,0.0,0.0,13.0,1.0,0.36215059342369804,1.0,4.0,1.0,5.0,1.0,0.0,0.0,2.0,400.0,1.4850879686066325,0.5611646959685037,0
6266,1.0,1.0,1.0,0.0,0.0,0.0,9.0,1.0,0.36215059342369804,1.0,4.0,2.0,6.0,0.0,0.0,0.0,1.0,400.0,1.3271057728072504,-1.6924576075652213,0
4127,1.0,1.0,1.0,0.0,0.0,0.0,13.0,1.0,0.3234321291912575,2.0,4.0,2.0,7.0,0.0,0.0,0.0,1.0,400.0,1.2481146749075591,-1.7334325585385617,0
13935,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2649977300732862,2.0,4.0,0.0,7.0,0.0,0.0,0.0,3.0,400.0,0.7741680875094122,0.6021396469418442,0
13032,1.0,1.0,1.0,0.0,0.0,0.0,9.0,1.0,0.36215059342369804,1.0,4.0,3.0,7.0,0.0,0.0,0.0,2.0,400.0,1.8800434581050884,0.5611646959685037,0
10995,1.0,1.0,1.0,1.0,0.0,0.0,9.0,1.0,0.36215059342369804,2.0,4.0,0.0,6.0,1.0,0.0,0.0,3.0,400.0,-0.8846449683841019,0.5611646959685037,0
10714,1.0,1.0,1.0,0.0,0.0,0.0,9.0,1.0,0.3234321291912575,2.0,4.0,2.0,5.0,0.0,0.0,0.0,1.0,400.0,0.7741680875094122,0.6021396469418442,0
2268,1.0,1.0,1.0,0.0,0.0,0.0,17.0,1.0,0.3234321291912575,2.0,4.0,2.0,6.0,0.0,0.0,0.0,2.0,400.0,-0.2527161851865727,0.5611646959685037,0
8935,1.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,0.2649977300732862,0.0,4.0,0.0,6.0,0.0,0.0,0.0,4.0,400.0,0.6951769896097211,0.6021396469418442,0
15339,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2649977300732862,5.0,4.0,2.0,7.0,3.0,0.0,0.0,2.0,400.0,1.2481146749075591,0.6021396469418442,0
11360,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.3234321291912575,5.0,4.0,2.0,7.0,0.0,4.0,1.0,1.0,400.0,1.8010523602053972,-1.8153824604852427,0
8646,0.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,0.3234321291912575,5.0,4.0,2.0,0.0,0.0,0.0,0.0,3.0,400.0,-1.8325381431803958,0.6021396469418442,0
9989,1.0,1.0,1.0,0.0,0.0,0.0,6.0,2.0,0.3234321291912575,1.0,4.0,0.0,5.0,0.0,0.0,0.0,2.0,400.0,-1.0426271641834841,0.5611646959685037,0
1285,1.0,0.0,1.0,1.0,0.0,0.0,5.0,2.0,0.3234321291912575,2.0,4.0,2.0,5.0,0.0,0.0,0.0,1.0,400.0,-0.33170728308626385,0.6431145979151847,0
7520,1.0,1.0,1.0,0.0,0.0,0.0,13.0,1.0,0.2649977300732862,1.0,4.0,1.0,5.0,0.0,0.0,0.0,2.0,400.0,-0.8846449683841019,-1.8153824604852427,1
13694,1.0,1.0,1.0,0.0,0.0,0.0,17.0,1.0,0.2649977300732862,2.0,4.0,2.0,4.0,0.0,0.0,0.0,1.0,400.0,-0.410698380985955,0.5611646959685037,0
0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,2.0,6.485504896556197e-05,5.0,4.0,0.0,2.0,0.0,2.0,2.0,1.0,300.0,-1.516573751581631,-1.8563574114585832,0
725,1.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,0.36215059342369804,1.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0,400.0,-1.7535470452807045,0.6021396469418442,0
7564,1.0,1.0,1.0,0.0,0.0,0.0,13.0,1.0,0.2649977300732862,0.0,4.0,0.0,7.0,3.0,0.0,0.0,1.0,400.0,2.4329811434029263,0.5611646959685037,0
8240,1.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.3234321291912575,2.0,4.0,3.0,7.0,3.0,0.0,2.0,4.0,400.0,0.5371947938103387,0.5611646959685037,0
2901,1.0,1.0,1.0,0.0,0.0,0.0,13.0,1.0,0.3234321291912575,1.0,4.0,1.0,6.0,3.0,0.0,0.0,2.0,400.0,-0.17372508728688155,0.6021396469418442,0
5607,1.0,1.0,1.0,0.0,0.0,0.0,17.0,1.0,0.3234321291912575,1.0,4.0,2.0,6.0,0.0,0.0,0.0,4.0,400.0,0.7741680875094122,0.5611646959685037,0
3216,0.0,1.0,0.0,0.0,0.0,0.0,13.0,1.0,0.3234321291912575,1.0,4.0,3.0,7.0,3.0,0.0,0.0,4.0,400.0,0.5371947938103387,0.5611646959685037,0
8754,1.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,0.2649977300732862,1.0,4.0,2.0,6.0,0.0,0.0,0.0,3.0,400.0,-0.17372508728688155,0.6021396469418442,0
4813,1.0,1.0,1.0,0.0,0.0,0.0,9.0,1.0,0.3234321291912575,5.0,4.0,2.0,5.0,0.0,0.0,0.0,2.0,400.0,-0.8056538704844107,-1.8153824604852427,0
6221,0.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,0.3234321291912575,2.0,4.0,3.0,6.0,0.0,3.0,0.0,2.0,500.0,-0.09473398938719041,-1.3646579997784978,0
12644,0.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,0.2649977300732862,0.0,4.0,1.0,5.0,0.0,0.0,0.0,2.0,400.0,0.14223930431188306,-1.651482656591881,0
11514,1.0,1.0,1.0,0.0,0.0,0.0,13.0,2.0,0.2649977300732862,2.0,4.0,2.0,4.0,3.0,0.0,0.0,1.0,400.0,-0.7266627725847196,0.6021396469418442,0
5218,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.022050716648291068,5.0,4.0,0.0,7.0,0.0,0.0,0.0,2.0,400.0,-0.33170728308626385,-1.7744075095119023,1
8961,1.0,1.0,1.0,0.0,0.0,0.0,17.0,1.0,0.3234321291912575,1.0,4.0,2.0,5.0,2.0,0.0,0.0,2.0,400.0,-0.8056538704844107,0.6021396469418442,0
4112,1.0,1.0,1.0,0.0,0.0,0.0,13.0,1.0,0.3234321291912575,1.0,4.0,1.0,5.0,3.0,0.0,0.0,3.0,400.0,-1.1216182620831754,0.5611646959685037,0
6829,1.0,0.0,1.0,0.0,0.0,0.0,17.0,1.0,0.3234321291912575,1.0,4.0,2.0,5.0,0.0,0.0,0.0,4.0,400.0,-0.4896894788856461,0.5611646959685037,0
8268,1.0,1.0,1.0,1.0,0.0,1.0,17.0,1.0,0.36215059342369804,5.0,4.0,2.0,6.0,0.0,0.0,0.0,4.0,400.0,-0.410698380985955,0.6840895488885251,0
5791,1.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,0.3234321291912575,1.0,4.0,3.0,6.0,0.0,0.0,0.0,2.0,400.0,0.14223930431188306,0.6021396469418442,0
8441,1.0,1.0,0.0,0.0,0.0,0.0,13.0,1.0,0.2649977300732862,1.0,4.0,2.0,5.0,2.0,4.0,1.0,4.0,400.0,0.2212304022115742,0.6021396469418442,0
7023,1.0,1.0,1.0,0.0,0.0,0.0,15.0,1.0,0.2649977300732862,2.0,4.0,1.0,4.0,0.0,0.0,0.0,2.0,400.0,-0.7266627725847196,-1.8563574114585832,0
14902,1.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.36215059342369804,3.0,4.0,3.0,7.0,0.0,0.0,0.0,2.0,400.0,0.06324820641219189,0.5611646959685037,0
8526,1.0,1.0,1.0,0.0,0.0,0.0,9.0,1.0,0.3234321291912575,2.0,4.0,2.0,7.0,0.0,0.0,0.0,4.0,400.0,0.2212304022115742,-1.8563574114585832,0
14443,1.0,1.0,0.0,0.0,0.0,0.0,17.0,2.0,0.36215059342369804,1.0,4.0,0.0,6.0,0.0,0.0,0.0,2.0,400.0,-0.4896894788856461,0.5611646959685037,0
10235,1.0,1.0,0.0,0.0,0.0,0.0,17.0,1.0,0.2649977300732862,1.0,4.0,2.0,7.0,0.0,0.0,0.0,2.0,400.0,0.8531591854091034,-1.3236830488051572,0
4585,1.0,1.0,0.0,0.0,0.0,0.0,17.0,1.0,0.3234321291912575,1.0,4.0,2.0,6.0,3.0,0.0,0.0,2.0,400.0,-1.1216182620831754,0.5611646959685037,0
10999,1.0,1.0,1.0,0.0,0.0,0.0,6.0,2.0,0.022569557040015564,5.0,4.0,1.0,4.0,0.0,0.0,0.0,3.0,400.0,-1.2006093599828664,0.6021396469418442,1
12194,1.0,1.0,1.0,0.0,0.0,0.0,13.0,1.0,0.2649977300732862,0.0,4.0,0.0,6.0,0.0,0.0,0.0,3.0,400.0,0.30022150011126536,0.6021396469418442,0
13506,1.0,1.0,0.0,0.0,0.0,0.0,17.0,1.0,0.36215059342369804,1.0,4.0,1.0,7.0,0.0,0.0,0.0,1.0,400.0,1.0901324791081768,0.6431145979151847,0
14298,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.2649977300732862,2.0,4.0,1.0,6.0,1.0,0.0,0.0,1.0,400.0,-0.17372508728688155,0.6021396469418442,0
6839,1.0,1.0,1.0,0.0,0.0,0.0,13.0,1.0,0.36215059342369804,2.0,4.0,0.0,6.0,0.0,0.0,0.0,2.0,400.0,-0.9636360662837931,0.5611646959685037,0
11108,1.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,0.2649977300732862,2.0,4.0,1.0,7.0,0.0,4.0,1.0,2.0,400.0,1.0111413812084857,0.6021396469418442,0
14496,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.36215059342369804,2.0,4.0,2.0,7.0,0.0,0.0,0.0,1.0,400.0,0.45820369591064763,0.5611646959685037,0
9860,1.0,1.0,1.0,0.0,0.0,0.0,9.0,2.0,0.36215059342369804,1.0,4.0,1.0,4.0,1.0,0.0,0.0,2.0,400.0,-1.516573751581631,0.5611646959685037,0
13204,1.0,1.0,1.0,0.0,0.0,0.0,17.0,1.0,0.3234321291912575,1.0,4.0,1.0,6.0,0.0,0.0,0.0,3.0,400.0,-0.17372508728688155,0.6021396469418442,0
12042,1.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,0.2649977300732862,5.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,400.0,-0.9636360662837931,0.5611646959685037,0
10377,1.0,1.0,0.0,0.0,0.0,0.0,9.0,1.0,0.36215059342369804,1.0,4.0,3.0,5.0,0.0,0.0,0.0,2.0,400.0,-1.1216182620831754,0.6021396469418442,0
1865,1.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,0.36215059342369804,1.0,4.0,2.0,6.0,0.0,0.0,0.0,4.0,400.0,-1.0426271641834841,0.5611646959685037,0
1559,1.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,0.36215059342369804,5.0,4.0,2.0,5.0,0.0,0.0,0.0,2.0,400.0,0.30022150011126536,0.6021396469418442,0
2190,1.0,1.0,1.0,0.0,0.0,0.0,9.0,1.0,0.3234321291912575,2.0,4.0,1.0,5.0,1.0,0.0,0.0,3.0,400.0,-1.1216182620831754,0.5611646959685037,0
15270,1.0,1.0,0.0,0.0,0.0,0.0,13.0,1.0,0.3234321291912575,5.0,4.0,3.0,6.0,3.0,0.0,0.0,3.0,400.0,-1.1216182620831754,0.6431145979151847,0
10316,1.0,1.0,1.0,0.0,0.0,0.0,17.0,1.0,0.36215059342369804,0.0,4.0,1.0,7.0,0.0,0.0,0.0,2.0,400.0,1.5640790665063238,-1.6924576075652213,0
10433,1.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,0.3234321291912575,1.0,4.0,2.0,4.0,3.0,0.0,0.0,1.0,400.0,-1.1216182620831754,-1.8153824604852427,0
722,1.0,1.0,1.0,0.0,0.0,0.0,6.0,2.0,0.3234321291912575,1.0,4.0,3.0,5.0,0.0,0.0,0.0,2.0,400.0,-0.9636360662837931,-1.7744075095119023,0
3293,1.0,1.0,1.0,0.0,0.0,0.0,9.0,1.0,0.3234321291912575,1.0,4.0,2.0,6.0,0.0,0.0,0.0,1.0,400.0,-0.7266627725847196,0.6021396469418442,0
9959,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.2649977300732862,5.0,4.0,1.0,7.0,2.0,0.0,0.0,1.0,400.0,1.4060968707069414,0.5611646959685037,0
7131,1.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,0.36215059342369804,1.0,4.0,1.0,6.0,0.0,0.0,0.0,1.0,400.0,-0.015742891487499255,0.6021396469418442,0
14510,1.0,1.0,1.0,0.0,0.0,1.0,9.0,1.0,0.3234321291912575,1.0,4.0,2.0,6.0,0.0,0.0,0.0,1.0,400.0,0.06324820641219189,-1.5285578036718594,0
8684,1.0,1.0,0.0,0.0,0.0,0.0,17.0,1.0,0.36215059342369804,1.0,4.0,1.0,5.0,0.0,0.0,0.0,3.0,400.0,-0.4896894788856461,0.5611646959685037,0
6761,1.0,1.0,1.0,1.0,0.0,0.0,9.0,1.0,0.36215059342369804,1.0,4.0,2.0,6.0,3.0,4.0,1.0,2.0,400.0,-0.410698380985955,-1.7334325585385617,0
3263,1.0,1.0,0.0,0.0,0.0,0.0,9.0,1.0,0.36215059342369804,2.0,4.0,0.0,6.0,0.0,3.0,0.0,1.0,500.0,-0.015742891487499255,0.6021396469418442,1
13385,0.0,1.0,1.0,0.0,0.0,0.0,6.0,2.0,0.36215059342369804,2.0,4.0,2.0,5.0,0.0,0.0,0.0,4.0,400.0,-0.410698380985955,0.6021396469418442,0
